['Vagabund', 'Gratweg', '* VI', '3556', 'Vagabund', 'Gratweg', '* VI', '567000000060', 1.224744871391589]
['Talwächter', 'Pfeilerweg', '** V', '1323', 'Talwächter', 'Pfeilerweg', '** V', '786000000120', 1.224744871391589]
['Talwächter', 'Höhlenmensch', 'VIIIc RP IXa', '8109', 'Talwächter', 'Höhlenmensch', 'VIIIc RP IXa', '786000000150', 1.224744871391589]
['Talwächter', 'Fette Beute', '* VIIc RP VIIIa', '467', 'Talwächter', 'Fette Beute', '* VIIc RP VIIIa', '786000000030', 1.224744871391589]
['Talwächter', 'Blitzidee', 'IXa', '8070', 'Talwächter', 'Blitzidee', 'IXa', '786000000490', 1.224744871391589]
['Talwächter', 'Herbstweg', '* VIIc', '243', 'Talwächter', 'Herbstweg', '* VIIc', '786000000040', 1.224744871391589]
['Talwächter', 'Gewitterweg', 'VIIc', '11101', 'Talwächter', 'Gewitterweg', 'VIIc', '786000000480', 1.224744871391589]
['Talwächter', 'Verbindung', 'VIIa (VIIb)', '5237', 'Talwächter', 'Verbindung', 'VIIa (VIIb)', '786000000080', 1.224744871391589]
['Talwächter', 'Uferweg', '* III', '6288', 'Talwächter', 'Uferweg', '* III', '786000000010', 1.224744871391589]
['Talwächter', 'Kappmeierweg', '* III', '4586', 'Talwächter', 'Kappmeierweg', '* III', '786000000510', 1.224744871391589]
['Talwächter', 'Gegenlichtproblem', 'VIIIa RP VIIIb', '8609', 'Talwächter', 'Gegenlichtproblem', 'VIIIa RP VIIIb', '786000000340', 1.224744871391589]
['Talwächter', 'Kanzelweg', 'V', '12323', 'Talwächter', 'Kanzelweg', 'V', '786000000380', 1.224744871391589]
['Talwächter', 'Hübnerweg', 'IV', '12693', 'Talwächter', 'Hübnerweg', 'IV', '786000000070', 1.224744871391589]
['Talwächter', 'Blutlache', 'VIIc RP VIIIa', '8548', 'Talwächter', 'Blutlache', 'VIIc RP VIIIa', '786000000330', 1.224744871391589]
['Talwächter', 'Silvesterweg', 'IV', '12362', 'Talwächter', 'Silvesterweg', 'IV', '786000000310', 1.224744871391589]
['Talwächter', 'Emporweg', 'VI', '11693', 'Talwächter', 'Emporweg', 'VI', '786000000450', 1.224744871391589]
['Talwächter', 'Schwarzer Flügel', 'VIIIb', '5804', 'Talwächter', 'Schwarzer Flügel', 'VIIIb', '786000000210', 1.224744871391589]
['Talwächter', 'Top', 'VIIIc', '5803', 'Talwächter', 'Top', 'VIIIc', '786000000200', 1.224744871391589]
['Talwächter', 'Schwarzfuß', 'VIIb', '6866', 'Talwächter', 'Schwarzfuß', 'VIIb', '786000000020', 1.224744871391589]
['Talwächter', 'Direkte Südwestwand', 'VIIIa RP VIIIb', '4554', 'Talwächter', 'Direkte Südwest-Wand', 'VIIIa RP VIIIb', '786000000190', 1.2111748199349441]
['Talwächter', 'Neue Nordwestwand', 'VIIIb', '7825', 'Talwächter', 'Neue Nordwest-Wand', 'VIIIb', '786000000360', 1.209671814374082]
['Talwächter', 'Direkte Ostkante', 'VIIIa', '1065', 'Talwächter', 'Direkte Ost-Kante', 'VIIIa', '786000000110', 1.2087881457219811]
['Talwächter', 'Nordwestwand', '* VI', '7905', 'Talwächter', 'Nordwest-Wand', '* VI', '786000000370', 1.2039000834429212]
['Talwächter', 'Nordostwand', 'VIIc', '8764', 'Talwächter', 'Nordost-Wand', 'VIIc', '786000000440', 1.2021713893545778]
['Talwächter', 'Südwestweg', 'VIIb', '5238', 'Talwächter', 'Südwest-Weg', 'VIIb', '786000000160', 1.2001300817159304]
['Talwächter', 'Ostkante', '** VI', '1324', 'Talwächter', 'Ost-Kante', '** VI', '786000000100', 1.1946956382436527]
['Talwächter', 'Direkter Hübnerweg', '* IXa', '12432', 'Talwächter', 'Direkter Hübnerweg', 'IXa', '786000000090', 1.191695803839591]
['Talwächter', 'Über die Höhle', 'VIIIa', '8107', 'Talwächter', 'Über der Höhle', 'VIIIa', '786000000140', 1.1861827340077287]
['Talwächter', 'Südwestwand', '* VIIc (VIIIa)', '12133', 'Talwächter', 'Südwest-Wand', 'VIIc (VIIIb)', '786000000180', 1.1674944590476428]
['Talwächter', 'Schwarzriß', 'V', '6987', 'Talwächter', 'Schwarzriss', 'V', '786000000470', 1.1493240717286455]
['Talwächter', 'Direkter Westflügel', '* VIIIa', '3507', 'Talwächter', 'Direkter West-Flügel', 'VIIIb', '786000000270', 1.1423524569074421]
['Talwächter', 'Variante zum Pfeilerweg', 'V', '2430', 'Talwächter', 'Variante', 'V', '786000000130', 1.0547399539746263]
['Talwächter', 'Variante zum Schusterweg', 'III', '12503', 'Talwächter', 'Variante', 'III', '786000000350', 1.0511604404680277]
['Talwächter', 'Variante zum Kappmeierweg', 'IV', '4587', 'Talwächter', 'Variante', 'IV', '786000000520', 1.0478761589254928]
['Feldkopf, Westlicher', 'Alter Weg', 'I', '359', 'Westlicher Feldkopf', 'Alter Weg', 'I', '785000000010', 1.224744871391589]
['Feldkopf, Westlicher', 'Buddelform', 'VIIIb', '4148', 'Westlicher Feldkopf', 'Buddelform', 'VIIIb', '785000000280', 1.224744871391589]
['Feldkopf, Westlicher', 'Krümelkante', '** VIIIa', '1140', 'Westlicher Feldkopf', 'Krümelkante', '** VIIIa', '785000000070', 1.224744871391589]
['Feldkopf, Westlicher', 'Kirschblütenschnee', 'VIIIc RP IXa', '5941', 'Westlicher Feldkopf', 'Kirschblütenschnee', 'VIIIc RP IXa', '785000000100', 1.224744871391589]
['Feldkopf, Westlicher', 'Stiller Winkel', 'IV', '12102', 'Westlicher Feldkopf', 'Stiller Winkel', 'IV', '785000000320', 1.224744871391589]
['Feldkopf, Westlicher', 'Arena', '* IXb', '2370', 'Westlicher Feldkopf', 'Arena', '* IXb', '785000000290', 1.224744871391589]
['Feldkopf, Westlicher', 'Sandkiste', 'VIIc', '465', 'Westlicher Feldkopf', 'Sandkiste', 'VIIc', '785000000270', 1.224744871391589]
['Feldkopf, Westlicher', 'Direkte Leeseite', 'VIIIa', '3479', 'Westlicher Feldkopf', 'Direkte Leeseite', 'VIIIa', '785000000130', 1.224744871391589]
['Feldkopf, Westlicher', 'Stufenwand', 'V', '10266', 'Westlicher Feldkopf', 'Stufenwand', 'V', '785000000240', 1.224744871391589]
['Feldkopf, Westlicher', 'Stille Ecke', 'VIIb', '8765', 'Westlicher Feldkopf', 'Stille Ecke', 'VIIb', '785000000340', 1.224744871391589]
['Feldkopf, Westlicher', 'Gerade', '* VIIc RP VIIIa', '6535', 'Westlicher Feldkopf', 'Gerade', '* VIIc RP VIIIa', '785000000150', 1.224744871391589]
['Feldkopf, Westlicher', 'Kleinigkeit', 'VIIa', '1892', 'Westlicher Feldkopf', 'Kleinigkeit', 'VIIa', '785000000220', 1.224744871391589]
['Feldkopf, Westlicher', 'Ringelnatter', 'II', '9641', 'Westlicher Feldkopf', 'Ringelnatter', 'II', '785000000390', 1.224744871391589]
['Feldkopf, Westlicher', 'Ganz großes Kino', 'VIIIb RP VIIIc', '8826', 'Westlicher Feldkopf', 'Ganz großes Kino', 'VIIIb RP VIIIc', '785000000160', 1.224744871391589]
['Feldkopf, Westlicher', 'Totenstille', 'VIIIa', '5845', 'Westlicher Feldkopf', 'Totenstille', 'VIIIa', '785000000330', 1.224744871391589]
['Feldkopf, Westlicher', 'Rolfs Röhre', 'VIIb', '11862', 'Westlicher Feldkopf', 'Rolfs Röhre', 'VIIb', '785000000250', 1.224744871391589]
['Feldkopf, Westlicher', 'Kiwiweg', 'V', '10624', 'Westlicher Feldkopf', 'Kiwiweg', 'V', '785000000360', 1.224744871391589]
['Feldkopf, Westlicher', 'Direkte Südwestverschneidung', '** VIIIa RP VIIIb', '3173', 'Westlicher Feldkopf', 'Direkte Südwest-Verschneidung', '** VIIIa RP VIIIb', '785000000110', 1.2153779708806618]
['Feldkopf, Westlicher', 'Direkter Südpfeiler', '* VIIIc RP IXb', '3478', 'Westlicher Feldkopf', 'Direkter Süd-Pfeiler', '* VIIIc RP IXb', '785000000090', 1.2111748199349441]
['Feldkopf, Westlicher', 'Direkte Südwestwand', 'VIIb (VIIc)', '11692', 'Westlicher Feldkopf', 'Direkte Südwest-Wand', 'VIIb (VIIc)', '785000000140', 1.2111748199349441]
['Feldkopf, Westlicher', 'Nordwestweg', 'VIIa', '10347', 'Westlicher Feldkopf', 'Nordwest-Weg', 'VIIa', '785000000300', 1.2021713893545778]
['Feldkopf, Westlicher', 'Veitstanz', '* VIIa', '167', 'Westlicher Feldkopf', 'Veitstanz', 'VIIa', '785000000180', 1.1981467170407618]
['Feldkopf, Westlicher', 'Ostwand', 'VIIIc RP IXa', '4817', 'Westlicher Feldkopf', 'Ost-Wand', 'VIIIc RP IXa', '785000000050', 1.1909671606630376]
['Feldkopf, Westlicher', 'Südwestverschneidung', 'VIIa', '1536', 'Westlicher Feldkopf', 'Südwest-Verschneidung', '* VIIa', '785000000210', 1.1849310007095049]
['Feldkopf, Westlicher', 'Südwestwand', '** VI', '678', 'Westlicher Feldkopf', 'Südwest-Wand', '** V', '785000000230', 1.1684840342390668]
['Feldkopf, Westlicher', 'Zentrale Südwestroute', 'VI', '5940', 'Westlicher Feldkopf', 'Zentrale Südwest-Route', 'VIIa', '785000000190', 1.1476710157229635]
['Feldkopf, Westlicher', 'Leeseite', 'VIIc', '1139', 'Westlicher Feldkopf', 'Leeseite', 'VIIc RP VIIIa', '785000000120', 1.1447167737893396]
['Feldkopf, Westlicher', 'Ostkamin', 'III', '2533', 'Westlicher Feldkopf', 'Ost-Kamin', 'IV', '785000000030', 1.0554743308579972]
['Feldkopf, Westlicher', 'Direkte Ostwand', 'VIIIc', '9068', 'Westlicher Feldkopf', 'Süd-Pfeiler', '* VIIIc', '785000000080', 0.8109750882838249]
['Feldkopf, Östlicher', 'Supergerade', 'IXa', '5234', 'Östlicher Feldkopf', 'Supergerade', 'IXa', '784000000100', 1.224744871391589]
['Feldkopf, Östlicher', 'Fokus', '** VIIIb RP VIIIc', '827', 'Östlicher Feldkopf', 'Fokus', '** VIIIb RP VIIIc', '784000000150', 1.224744871391589]
['Feldkopf, Östlicher', 'Ring um Ring', 'VIIIb RP VIIIc', '8583', 'Östlicher Feldkopf', 'Ring um Ring', 'VIIIb RP VIIIc', '784000000120', 1.224744871391589]
['Feldkopf, Östlicher', 'Alter Weg', 'I', '4849', 'Östlicher Feldkopf', 'Alter Weg', 'I', '784000000010', 1.224744871391589]
['Feldkopf, Östlicher', 'Maiparade', 'VIIa', '8532', 'Östlicher Feldkopf', 'Maiparade', 'VIIa', '784000000040', 1.224744871391589]
['Feldkopf, Östlicher', 'Fado', 'VIIIa RP VIIIb', '8827', 'Östlicher Feldkopf', 'Fado', 'VIIIa RP VIIIb', '784000000160', 1.224744871391589]
['Feldkopf, Östlicher', 'Südwestlicher Weg', 'VIIc', '8866', 'Östlicher Feldkopf', 'Südwestlicher Weg', 'VIIc', '784000000170', 1.224744871391589]
['Feldkopf, Östlicher', 'Direkte Südwand', 'VIIc', '7197', 'Östlicher Feldkopf', 'Direkte Süd-Wand', 'VIIc', '784000000140', 1.2077944200529787]
['Feldkopf, Östlicher', 'Gerade', '* VIIIa RP VIIIb', '1141', 'Östlicher Feldkopf', 'Gerade', '* VIIIb RP VIIIb', '784000000070', 1.2041731076177529]
['Feldkopf, Östlicher', 'Neuer Ostweg', 'VIIa', '5346', 'Östlicher Feldkopf', 'Neuer Ost-Weg', 'VIIa', '784000000050', 1.2039000834429212]
['Feldkopf, Östlicher', 'Südostkante', 'VIIc', '11869', 'Östlicher Feldkopf', 'Südost-Kante', 'VIIc', '784000000060', 1.2021713893545778]
['Feldkopf, Östlicher', 'Nordkante', 'III', '6024', 'Östlicher Feldkopf', 'Nord-Kante', 'III', '784000000020', 1.1976829482147788]
['Feldkopf, Östlicher', 'Ostweg', 'VI', '5299', 'Östlicher Feldkopf', 'Ost-Weg', 'VI', '784000000030', 1.1861827340077287]
['Türkenkopf', 'Alter Weg', '** III', '1454', 'Türkenkopf', 'Alter Weg', '** III', '783000000020', 1.224744871391589]
['Türkenkopf', 'Gerader Weg', '* VI', '1738', 'Türkenkopf', 'Gerader Weg', '* VI', '783000000170', 1.224744871391589]
['Türkenkopf', 'Im Harem', 'IV', '11226', 'Türkenkopf', 'Im Harem', 'IV', '783000000210', 1.224744871391589]
['Türkenkopf', 'Kefir', 'IV', '9448', 'Türkenkopf', 'Kefir', 'IV', '783000000220', 1.224744871391589]
['Türkenkopf', 'Wolkenkante', '* VI', '1939', 'Türkenkopf', 'Wolkenkante', '* VI', '783000000110', 1.224744871391589]
['Türkenkopf', 'Sultanine', 'V', '1456', 'Türkenkopf', 'Sultanine', 'V', '783000000040', 1.224744871391589]
['Türkenkopf', 'Fez', 'VI', '1458', 'Türkenkopf', 'Fez', 'VI', '783000000060', 1.224744871391589]
['Türkenkopf', 'Bauchtanz', 'VIIc RP VIIIa', '6325', 'Türkenkopf', 'Bauchtanz', 'VIIc RP VIIIa', '783000000140', 1.224744871391589]
['Türkenkopf', 'Balkanfeuer', 'VI', '6050', 'Türkenkopf', 'Balkanfeuer', 'VI', '783000000050', 1.224744871391589]
['Türkenkopf', 'Südostkante', 'V', '3932', 'Türkenkopf', 'Südost-Kante', 'V', '783000000160', 1.2021713893545778]
['Türkenkopf', 'Westwand', 'VIIb (VIIc)', '3931', 'Türkenkopf', 'West-Wand', 'VIIb (VIIc)', '783000000190', 1.1946956382436527]
['Türkenkopf', 'Südwand', '** V', '694', 'Türkenkopf', 'Süd-Wand', '** V', '783000000180', 1.1909671606630376]
['Türkenkopf', 'Ostweg', 'VI', '11344', 'Türkenkopf', 'Ost-Weg', 'VI', '783000000120', 1.1861827340077287]
['Türkenkopf', 'Ausstiegsvariante', '! * V', '12866', 'Türkenkopf', 'Variante', '! V', '783000000030', 0.6656887812351531]
['Feldwand', 'Alter Weg', 'I', '8301', 'Feldwand', 'Alter Weg', 'I', '782000000050', 1.224744871391589]
['Feldwand', 'Feldmaus', 'VIIb', '575', 'Feldwand', 'Feldmaus', 'VIIb', '782000000530', 1.224744871391589]
['Feldwand', 'Stoppelfeld', 'VIIb', '9113', 'Feldwand', 'Stoppelfeld', 'VIIb', '782000000480', 1.224744871391589]
['Feldwand', 'Gratweg', 'VI', '565', 'Feldwand', 'Gratweg', 'VI', '782000000370', 1.224744871391589]
['Feldwand', 'Finderlohn', 'VIIc RP VIIIa', '12424', 'Feldwand', 'Finderlohn', 'VIIc RP VIIIa', '782000000420', 1.224744871391589]
['Feldwand', 'Feldpost', 'VIIa', '11865', 'Feldwand', 'Feldpost', 'VIIa', '782000000450', 1.224744871391589]
['Feldwand', 'Abkürzung', '* VIIb RP VIIc', '563', 'Feldwand', 'Abkürzung', '* VIIb RP VIIc', '782000000460', 1.224744871391589]
['Feldwand', 'Das große Krabbeln', '* VIIc RP VIIIa', '1577', 'Feldwand', 'Das große Krabbeln', '* VIIc RP VIIIa', '782000000390', 1.224744871391589]
['Feldwand', 'Erntezeit', '* VIIb', '572', 'Feldwand', 'Erntezeit', '* VIIb', '782000000510', 1.224744871391589]
['Feldwand', 'Direkter Weg', 'VI', '11143', 'Feldwand', 'Direkter Weg', 'VI', '782000000130', 1.224744871391589]
['Feldwand', 'Bruchwand', 'VIIb', '571', 'Feldwand', 'Bruchwand', 'VIIb', '782000000410', 1.224744871391589]
['Feldwand', 'Schräger Weg', 'VI', '11154', 'Feldwand', 'Schräger Weg', 'VI', '782000000120', 1.224744871391589]
['Feldwand', 'Gerader Weg', 'VIIb', '573', 'Feldwand', 'Gerader Weg', 'VIIb', '782000000360', 1.224744871391589]
['Feldwand', 'Zufallsvariante', 'VIIa', '11428', 'Feldwand', 'Zufallsvariante', 'VIIa', '782000000600', 1.224744871391589]
['Feldwand', 'Tagesausklang', 'VIIb', '567', 'Feldwand', 'Tagesausklang', 'VIIb', '782000000290', 1.224744871391589]
['Feldwand', 'Paramedic', 'VIIb', '4712', 'Feldwand', 'Paramedic', 'VIIb', '782000000210', 1.224744871391589]
['Feldwand', 'Wiesenweg', 'VIIa', '570', 'Feldwand', 'Wiesenweg', 'VIIa', '782000000350', 1.224744871391589]
['Feldwand', 'Kurzer Weg', 'VI', '6944', 'Feldwand', 'Kurzer Weg', 'VI', '782000000580', 1.224744871391589]
['Feldwand', 'Maiweg', 'V', '5098', 'Feldwand', 'Maiweg', 'V', '782000000230', 1.224744871391589]
['Feldwand', 'Grünes Licht', 'VIIb RP VIIc', '11642', 'Feldwand', 'Grünes Licht', 'VIIb RP VIIc', '782000000470', 1.224744871391589]
['Feldwand', 'Waldweg', 'VIIa', '569', 'Feldwand', 'Waldweg', 'VIIa', '782000000340', 1.224744871391589]
['Feldwand', 'Sandweg', 'VIIb', '574', 'Feldwand', 'Sandweg', 'VIIb', '782000000520', 1.224744871391589]
['Feldwand', 'Gamrigkante', 'VIIb', '568', 'Feldwand', 'Gamrigkante', 'VIIb', '782000000320', 1.224744871391589]
['Feldwand', 'Nordostkamin', 'I', '12565', 'Feldwand', 'Nordost-Kamin', 'I', '782000000140', 1.2039000834429212]
['Feldwand', 'Südwestwand', '* VIIa', '562', 'Feldwand', 'Südwest-Wand', '* VIIa', '782000000440', 1.2021713893545778]
['Feldwand', 'Nordostwand', 'VIIa', '566', 'Feldwand', 'Nordost-Wand', 'VIIa', '782000000260', 1.2021713893545778]
['Feldwand', 'Südwestweg', 'II', '9680', 'Feldwand', 'Südwest-Weg', 'II', '782000000400', 1.2001300817159304]
['Feldwand', 'Nordostweg', 'III', '358', 'Feldwand', 'Nordost-Weg', 'III', '782000000220', 1.2001300817159304]
['Feldwand', 'Nordkante', 'VI', '409', 'Feldwand', 'Nord-Kante', 'VI', '782000000590', 1.1976829482147788]
['Feldwand', 'Fallinie', 'VIIb', '564', 'Feldwand', 'Falllinie', 'VIIb', '782000000380', 1.1946956382436527]
['Feldwand', 'Südkante', 'VIIIa', '11643', 'Feldwand', 'Süd-Kante', 'VIIIa', '782000000330', 1.1946956382436527]
['Feldwand', 'Furchenheld', 'VIIc (VIIIa)', '12975', 'Feldwand', 'Furchenheld', 'VIIc RP VIIIa', '782000000570', 1.1773419503068128]
['Feldwand', 'Wonnemonat', 'RP VIIa', '13370', 'Feldwand', 'Wonnemonat', 'VI RP VIIa', '782000000240', 1.1508518047703666]
['Feldwand', 'Südwestriß', 'V', '9321', 'Feldwand', 'Südwest-Riss', 'V', '782000000500', 1.1314936048329118]
['Feldwand', 'Feldmeisterlich', 'RP VIIIb', '13367', 'Feldwand', 'Feldmeisterlich', 'VIIIb RP VIIIb', '782000000610', 1.1215811969965823]
['Feldwand', 'Pestizidverbot', 'VIIb RP VIIc', '13368', 'Feldwand', 'Pestizidverbot 7b-c,', 'VIIb', '782000000190', 1.0630145812734648]
['Gamrigwächter', 'stabiles Chaos', 'VIIIc', '12202', 'Gamrigwächter', 'Stabiles Chaos', 'VIIIc', '781000000120', 1.224744871391589]
['Gamrigwächter', 'Talseite', 'VIIIa', '8627', 'Gamrigwächter', 'Talseite', 'VIIIa', '781000000080', 1.224744871391589]
['Gamrigwächter', 'Migräne', 'VIIIb', '13363', 'Gamrigwächter', 'Migräne', 'VIIIb', '781000000060', 1.224744871391589]
['Gamrigwächter', 'Sprintvariante', 'VIIa', '300', 'Gamrigwächter', 'Sprintvariante', 'VIIa', '781000000030', 1.224744871391589]
['Gamrigwächter', 'Alter Weg', 'VI', '1157', 'Gamrigwächter', 'Alter Weg', 'VI', '781000000010', 1.224744871391589]
['Gamrigwächter', 'Nuckelvariante', 'VIIIa', '6436', 'Gamrigwächter', 'Nuckelvariante', '* VIIIa', '781000000090', 1.2024922678840757]
['Gamrigwächter', 'Westkamin', 'VIIa', '9842', 'Gamrigwächter', 'West-Kamin', 'VIIa', '781000000050', 1.1976829482147788]
['Gamrigwächter', 'Ostkante', 'VIIb', '8628', 'Gamrigwächter', 'Ost-Kante', 'VIIb', '781000000130', 1.1946956382436527]
['Gamrigwächter', 'Berglervariante', 'VI', '6139', 'Gamrigwächter', 'Berglervariante', 'VIIa', '781000000020', 1.1606990230986767]
['Gamrigwächter', 'Talriß', 'VI', '7694', 'Gamrigwächter', 'Talriss', 'VI', '781000000140', 1.1050572037376056]
['Heidestein', 'Spielplatz', '* IXa', '1874', 'Heidestein', 'Spielplatz', '* IXa', '780000000060', 1.224744871391589]
['Heidestein', 'Steinpilz', 'III', '7063', 'Heidestein', 'Steinpilz', 'III', '780000000180', 1.224744871391589]
['Heidestein', 'Talkante', '* VIIa', '2200', 'Heidestein', 'Talkante', '* VIIa', '780000000360', 1.224744871391589]
['Heidestein', 'Aufwind', 'VIIb', '7182', 'Heidestein', 'Aufwind', 'VIIb', '780000000150', 1.224744871391589]
['Heidestein', 'Schlappseil', '* VIIIa', '6824', 'Heidestein', 'Schlappseil', '* VIIIa', '780000000160', 1.224744871391589]
['Heidestein', 'Alter Weg', 'III', '5919', 'Heidestein', 'Alter Weg', 'III', '780000000010', 1.224744871391589]
['Heidestein', 'Schartenweg', 'III', '7061', 'Heidestein', 'Schartenweg', 'III', '780000000120', 1.224744871391589]
['Heidestein', 'Bitterpilz', 'IV', '7064', 'Heidestein', 'Bitterpilz', 'IV', '780000000230', 1.224744871391589]
['Heidestein', 'Kurzes Zucken', 'VIIa', '844', 'Heidestein', 'Kurzes Zucken', 'VIIa', '780000000270', 1.224744871391589]
['Heidestein', 'Gewitterstimmung', 'V', '10351', 'Heidestein', 'Gewitterstimmung', 'V', '780000000190', 1.224744871391589]
['Heidestein', 'Trainingscamp', 'VIIb RP VIIc', '7325', 'Heidestein', 'Trainingscamp', 'VIIb RP VIIc', '780000000420', 1.224744871391589]
['Heidestein', 'Risslein', 'V', '7062', 'Heidestein', 'Risslein', 'V', '780000000140', 1.224744871391589]
['Heidestein', 'April', 'VIIb', '11337', 'Heidestein', 'April', 'VIIb', '780000000340', 1.224744871391589]
['Heidestein', 'Dicke Wurst', 'IXb', '5401', 'Heidestein', 'Dicke Wurst', 'IXb', '780000000130', 1.224744871391589]
['Heidestein', 'Halali', 'VIIa', '7335', 'Heidestein', 'Halali', 'VIIa', '780000000390', 1.224744871391589]
['Heidestein', 'Kantenvariante', 'VIIa', '9650', 'Heidestein', 'Kantenvariante', 'VIIa', '780000000370', 1.224744871391589]
['Heidestein', 'Leichter Weg', 'I', '7065', 'Heidestein', 'Leichter Weg', 'I', '780000000330', 1.224744871391589]
['Heidestein', 'Fragezeichen', 'VIIb', '7296', 'Heidestein', 'Fragezeichen', 'VIIb', '780000000040', 1.224744871391589]
['Heidestein', 'Lichtspiel', 'VIIa (VIIIa)', '7235', 'Heidestein', 'Lichtspiel', 'VIIa (VIIIa)', '780000000200', 1.224744871391589]
['Heidestein', 'Abendreibung', '** VIIa', '157', 'Heidestein', 'Abendreibung', '* VIIa', '780000000030', 1.2024922678840757]
['Heidestein', 'Südwestwand', '* VIIa', '156', 'Heidestein', 'Südwest-Wand', '* VIIa', '780000000050', 1.2021713893545778]
['Heidestein', 'Nordostweg', 'II', '4280', 'Heidestein', 'Nordost-Weg', 'II', '780000000300', 1.2001300817159304]
['Heidestein', 'Westkante', 'V', '9649', 'Heidestein', 'West-Kante', 'V', '780000000170', 1.1976829482147788]
['Heidestein', 'Südkante', 'VIIa', '9694', 'Heidestein', 'Süd-Kante', 'VIIa', '780000000410', 1.1946956382436527]
['Heidestein', 'Ostrippe', 'VI', '9841', 'Heidestein', 'Ost-Rippe', 'VI', '780000000350', 1.1946956382436527]
['Heidestein', 'Nordweg', 'IV', '9609', 'Heidestein', 'Nord-Weg', 'IV', '780000000290', 1.1909671606630376]
['Heidestein', 'Südweg', 'I', '5920', 'Heidestein', 'Süd-Weg', 'I', '780000000440', 1.1861827340077287]
['Heidestein', 'Südwestrippe', '** III', '158', 'Heidestein', 'Südwest-Rippe', '* III', '780000000020', 1.176830899691807]
['Heidestein', 'Hody', 'VIIIa', '4688', 'Heidestein', 'Hody', 'VIIIc', '780000000430', 1.1728408057172788]
['Heidestein', 'Jubikante', 'VIIa', '866', 'Heidestein', 'Jubikante', 'VIIb', '780000000460', 1.1606990230986767]
['Heidestein', 'Nordwestriß', 'IV', '7060', 'Heidestein', 'Nordwest-Riss', 'IV', '780000000080', 1.1388789328188709]
['Heidestein', 'Südostriß', 'VI', '7336', 'Heidestein', 'Südost-Riss', 'VI', '780000000380', 1.1227100942648334]
['Heidestein', 'Westriß', 'VI', '7059', 'Heidestein', 'West-Riss', 'VI', '780000000070', 1.098969947646515]
['Heidestein', 'Variante zum Nordostweg', 'II', '11282', 'Heidestein', 'Variante', 'II', '780000000320', 1.0547399539746263]
['Heidestein', 'Südwestrippe mit Erwähnung', 'V', '6140', 'Heidestein', 'Novemberspreize', 'V', '780000000100', 0.8663545032159121]
['Heidestein', 'Abendreibung mit Erwähnung', 'VIIc', '3981', 'Heidestein', 'Heidi', 'VIIa', '780000000250', 0.8184057480503266]
['Gamrigkegel', 'Black Future', 'VIIIc', '4526', 'Gamrigkegel', 'Black Future', 'VIIIc', '779000000100', 1.224744871391589]
['Gamrigkegel', 'Blinde Passagiere', 'VIIIb RP VIIIc', '12940', 'Gamrigkegel', 'Blinde Passagiere', 'VIIIb RP VIIIc', '779000000110', 1.224744871391589]
['Gamrigkegel', 'Alter Weg', 'V', '1460', 'Gamrigkegel', 'Alter Weg', 'V', '779000000010', 1.224744871391589]
['Gamrigkegel', 'Alter Wegdirekt', 'VIIb', '159', 'Gamrigkegel', 'Alter Wegdirekt', 'VIIb', '779000000020', 1.224744871391589]
['Gamrigkegel', 'Südweg', '* V', '1461', 'Gamrigkegel', 'Süd-Weg', '* V', '779000000080', 1.1861827340077287]
['Gamrigkegel', 'Südostriß', 'VIIa', '11281', 'Gamrigkegel', 'Südost-Riss', 'VIIa', '779000000060', 1.1227100942648334]
['Gamrigkegel', 'Feierabendtour', 'VIIIa', '11354', 'Gamrigkegel', 'Feierabendtour', 'VIIIb RP VIIIc', '779000000070', 1.1193031341744915]
['Gamrigkegel', 'Einstiegsvariante zum Südweg', 'VI', '10289', 'Gamrigkegel', 'Variante', 'VI', '779000000090', 0.9242880449419844]
['Gamrigscheibe', 'Weg in der Mitte', '* VIIIa RP VIIIb', '4704', 'Gamrigscheibe', 'Weg in der Mitte', '* VIIIa RP VIIIb', '778000000030', 1.224744871391589]
['Gamrigscheibe', 'Alter Weg', 'III', '697', 'Gamrigscheibe', 'Alter Weg', 'III', '778000000010', 1.224744871391589]
['Gamrigscheibe', 'Weg am Rande', '* VIIc', '698', 'Gamrigscheibe', 'Weg am Rande', '* VIIc', '778000000020', 1.224744871391589]
['Gamrigscheibe', 'Nordostrippe', 'V', '2392', 'Gamrigscheibe', 'Nordost-Rippe', 'V', '778000000080', 1.2039000834429212]
['Gamrigscheibe', 'Westkante', 'VIIb', '695', 'Gamrigscheibe', 'West-Kante', 'VIIa', '778000000040', 1.1321071798494464]
['Waltersdorfer Horn', 'Rippenweg', '* II', '7361', 'Waltersdorfer Horn', 'Rippenweg', '* II', '777000000050', 1.224744871391589]
['Waltersdorfer Horn', 'Sandbahn', 'VIIIc', '7834', 'Waltersdorfer Horn', 'Sandbahn', 'VIIIc', '777000000150', 1.224744871391589]
['Waltersdorfer Horn', 'Gamrigrippe', 'IV', '7362', 'Waltersdorfer Horn', 'Gamrigrippe', 'IV', '777000000060', 1.224744871391589]
['Waltersdorfer Horn', 'Sonnenseite', 'VIIa', '3728', 'Waltersdorfer Horn', 'Sonnenseite', 'VIIa', '777000000330', 1.224744871391589]
['Waltersdorfer Horn', 'Alter Weg', 'II', '4281', 'Waltersdorfer Horn', 'Alter Weg', 'II', '777000000010', 1.224744871391589]
